case_id,customer_message,gold_intent,rank,similarity,historical_customer_message,historical_amazon_reply
AMZ-053,"@AmazonHelp AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.",delivery_issue,2,0.4182,@AmazonHelp My package was showing “delivered to mail room” except I’m residential w no mail room within 1 mile and I want to know where my package is,@345559 We want to investigate this further with you. Please reach out to us using the secure link: https://t.co/YpwHCqPTni ^GR
AMZ-053,"@AmazonHelp AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.",delivery_issue,3,0.3662,"@AmazonHelp AMZL US, Tracking # TBA478287640000",@203704 We would like to investigate this experience further. Please provide your order details here: https://t.co/fJINw1gdz8 ^ST
AMZ-054,@AmazonHelp I used the link in your tweet - lead me to a log in page - I CANT LOG IN - is that loud enough?,account_access,1,0.6091,"@AmazonHelp that directs me to a ""log in"" page., and i cannot log in",@576438 I'm sorry we sent the incorrect link. This one will allow you to reach us without signing in: https://t.co/jzvkhdlrK5 ^LR
AMZ-054,@AmazonHelp I used the link in your tweet - lead me to a log in page - I CANT LOG IN - is that loud enough?,account_access,2,0.6009,@AmazonHelp I used the same link as your tweet!,"@434260 I'm sorry about the previous tweet, we have received your details, appreciate your patience while we get back to you. ^MJ"
AMZ-054,@AmazonHelp I used the link in your tweet - lead me to a log in page - I CANT LOG IN - is that loud enough?,account_access,3,0.3636,"@AmazonHelp Again, I used the link and a carrier is not specified. https://t.co/6XmNZPuLc9",@489253 Thanks for the information. Please contact us here so we can look into this with you: https://t.co/EKXRLsnxJu ^GG
AMZ-055,"@AmazonHelp não, só não apareceu a página de login para fazer o pagamento",account_access,1,0.5301,@AmazonHelp não,"@624553 Entendi. No caso, Rosa, ficamos no aguardo dos seus dados. ^LG"
AMZ-055,"@AmazonHelp não, só não apareceu a página de login para fazer o pagamento",account_access,2,0.5301,@AmazonHelp não.,@245813 Entendi. ^Para verificar se o pedido foi cancelado recomendo contactar nosso Serviço ao Cliente acessando o link fornecido anteriormente. ^AZ
AMZ-055,"@AmazonHelp não, só não apareceu a página de login para fazer o pagamento",account_access,3,0.5301,@AmazonHelp Não,"@716701 Jose, neste caso sugiro para você entrar em contato com o nosso SAC no seguinte link: https://t.co/qGpkDwGRhX. ^NB"
AMZ-056,@AmazonHelp No need to do anything please refund my amount as soon as possible otherwise I approach Consumer Court against you.,refund_return,1,0.4968,@AmazonHelp I need refund,"@158573 I get your concern, please connect with our support team using the link above and we'll assist you. ^PS"
AMZ-056,@AmazonHelp No need to do anything please refund my amount as soon as possible otherwise I approach Consumer Court against you.,refund_return,2,0.464,@AmazonHelp Please see that I get my refund as soon as possible I'm done waiting,"@453989 I get your concern, please check the link above for our correspondence. ^PS"
AMZ-056,@AmazonHelp No need to do anything please refund my amount as soon as possible otherwise I approach Consumer Court against you.,refund_return,3,0.3897,"@AmazonHelp I fill your form and want my refund as soon as possible.........
@AmazonHelp",@749229 Thank you for keeping us posted. We'll have our team work on it &amp; write back to you soon.^SF
AMZ-057,"@AmazonHelp Là il ne s'agit ""que"" d'une parure de lit mais bon ça fait 5j que j'attends alors que je suis membre Prime.",prime_membership,1,0.2656,@AmazonHelp Je reçois tout en retard alors que je suis abonnée prime!,@241855 J'en suis sincèrement désolée 🙁 N'hésitez pas à remonter tout retard à notre SAV ! ^SM
AMZ-057,"@AmazonHelp Là il ne s'agit ""que"" d'une parure de lit mais bon ça fait 5j que j'attends alors que je suis membre Prime.",prime_membership,2,0.2575,@AmazonHelp En l'honneur de notre amour y a possibilité de gratter des Reducs ? Je suis membre Premium,"@171144 Cela aurait été avec un grand plaisir mais ce n'est pas possible, et ravie de vous compter parmi nos clients premium.^FT"
AMZ-057,"@AmazonHelp Là il ne s'agit ""que"" d'une parure de lit mais bon ça fait 5j que j'attends alors que je suis membre Prime.",prime_membership,3,0.2528,@AmazonHelp depuis votre chat en ligne j'ai était facturé pour une activation twitch prime vue que je suis membre amazon prime https://t.co/iSwXRkDWQW,"@200624 Il s'agit d'une demande d'autorisation de prélèvement,je vous invite à contacter notre SAV via le lien envoyé précédemment"
AMZ-058,@AmazonHelp Thanks!got an email confirming that payment recieved,payment_billing,1,0.4981,@AmazonHelp Thanks. Got a call.,@787664 You're welcome. Do keep us posted for any further concerns. ^SG
AMZ-058,@AmazonHelp Thanks!got an email confirming that payment recieved,payment_billing,2,0.4408,@AmazonHelp Thanks. Got the pick up,"@306174 Thanks for the update, we'll keep you notified about the refunds. ^MJ"
AMZ-058,@AmazonHelp Thanks!got an email confirming that payment recieved,payment_billing,3,0.397,@AmazonHelp Thanks... It got delivered 😊,"@504284 You're welcome, Poulomi. It was our pleasure assisting you. Do let us know if you need any further assistance. ^SY"
AMZ-059,@AmazonHelp Rather than wasting time here can you please check with your team &amp; confirm whether they have responded. Use basic communication skills Sir,other,1,0.3001,"@AmazonHelp Why you wasting my time if no resolution.
Is all in Amazon is bunch of jokers..??",@383922 We're sorry about your experience. We'll pass along your comments internally to the concerned team as feedback. ^HK
AMZ-059,@AmazonHelp Rather than wasting time here can you please check with your team &amp; confirm whether they have responded. Use basic communication skills Sir,other,2,0.2903,@AmazonHelp Why you are wasting my time again and again...again i received email asking me too explain my issue which i alread did to your 10 executive... please give me some escalation contact... frankly you are just wasting my time,@442894 Kindly write back to the email you've received from our team and we will reach out to you soon. ^GK
AMZ-059,@AmazonHelp Rather than wasting time here can you please check with your team &amp; confirm whether they have responded. Use basic communication skills Sir,other,3,0.2463,@AmazonHelp I have done it many times and again this time as well. Please check! @1840,@183033 We've emailed a correspondence to you. Kindly check it here: https://t.co/sC1mf2vwg9 and reply to it for further assistance. ^SF
AMZ-060,@AmazonHelp I have paid but still it is pending,payment_billing,1,0.5688,@AmazonHelp Even though she's paid for the assembly!!!!,"@300787 I can certainly understand the frustration. Have you had a chance to contact by phone? If so, which options did we provide? ^LI"
AMZ-060,@AmazonHelp I have paid but still it is pending,payment_billing,2,0.5246,@AmazonHelp But I paid again later that day,@629829 Can you contact us via: https://t.co/JzP7hlA23B we can check this directly for you. Thanks. ^NV
AMZ-060,@AmazonHelp I have paid but still it is pending,payment_billing,3,0.508,@AmazonHelp I PAID for pre-1p.m. delivery,"@354427 We can't access accounts over Twitter, but we'd be happy to discuss avail options here: https://t.co/JzP7hlA23B ^BH"
AMZ-061,"@AmazonHelp The item is a gift so didn't really want to open it all up tbh.. And no I didn't select a ""safe place"" the garden is unsheltered, is it common to leave parcels in the open with no knowledge to what is inside?",product_issue,1,0.3179,@AmazonHelp I didn’t select a safe place as it said that it would go to a neighbour. The box inside is damaged which is really annoying. Not happy.,"@152933 Hello, Neil. I'm sorry we've let you down! We don't have account access via social media, so please contact us via phone or chat at the following link and we will be happy to work through this with you!  https://t.co/JzP7hlA23B ^MW"
AMZ-061,"@AmazonHelp The item is a gift so didn't really want to open it all up tbh.. And no I didn't select a ""safe place"" the garden is unsheltered, is it common to leave parcels in the open with no knowledge to what is inside?",product_issue,2,0.2366,@AmazonHelp What nexts? I didn't here anything,@219299 Could you please elaborate? ^HK
AMZ-061,"@AmazonHelp The item is a gift so didn't really want to open it all up tbh.. And no I didn't select a ""safe place"" the garden is unsheltered, is it common to leave parcels in the open with no knowledge to what is inside?",product_issue,3,0.235,"@AmazonHelp I do not have a designated safe place for deliveries, I live on a main road. Is it common practice for your drivers to leave parcels outside on a door step where anyone can see?",@789609 Please reach out to us here: https://t.co/JzP7hlA23B to leave carrier feedback. Thank you. ^AP
AMZ-062,@AmazonHelp Comme expliqué précédemment le vendeur s'était engagé à prendre en charge les frais de retour. L'adresse de retour était en France. Je ne comprends pas pourquoi vous insistez. C'est pourtant simple: le vendeur n'a pas respecté son engagement.,payment_billing,1,0.2845,@AmazonHelp Par le vendeur,@296493 Avez-vous contacté le vendeur afin de lui signaler ce retard ? ^BR
AMZ-062,@AmazonHelp Comme expliqué précédemment le vendeur s'était engagé à prendre en charge les frais de retour. L'adresse de retour était en France. Je ne comprends pas pourquoi vous insistez. C'est pourtant simple: le vendeur n'a pas respecté son engagement.,payment_billing,2,0.2823,"@AmazonHelp Le vendeur avait promis dans un mail (visible sur le site d'Amazon) de rembourser ces frais de retour. Ce qu'il n'a pas fait (2 relances). Amazon n'a pas non plus joué son rôle jusqu'à Z mais seulement jusqu'à X ou Y. Déçu par le vendeur, d'habitude super. Déçu aussi par Amazon.","@157528 Comme expliqué precedemment, la prise en charge des frais de retour dépend de la raison du retour ainsi que l'adresse de retour du vendeur.Quelle était la raison du retour? 
^ARC"
AMZ-062,@AmazonHelp Comme expliqué précédemment le vendeur s'était engagé à prendre en charge les frais de retour. L'adresse de retour était en France. Je ne comprends pas pourquoi vous insistez. C'est pourtant simple: le vendeur n'a pas respecté son engagement.,payment_billing,3,0.222,@AmazonHelp Je ne comprends pas vraiment mais bon. Je n’ai pas le choix 🙃,@422977 Il est possible qu'un souci d'acheminement ait retardé la livraison. Je vous remercie pour votre patience et compréhension. ^MH
AMZ-063,@AmazonHelp It did not say on the tracking who was carrying it.  I did get contacted from Amazon and now they promised first thing in the morning.,delivery_issue,1,0.3402,"@AmazonHelp Already did, nothing there.","@715859 Have you tried reaching out to Twitch directly here: https://t.co/b8VYucbvCu? 

- Rick"
AMZ-063,@AmazonHelp It did not say on the tracking who was carrying it.  I did get contacted from Amazon and now they promised first thing in the morning.,delivery_issue,2,0.3402,@AmazonHelp i already did,@125706 I'm sorry to hear that! Have you provided all details needed in the form? ^HC
AMZ-063,@AmazonHelp It did not say on the tracking who was carrying it.  I did get contacted from Amazon and now they promised first thing in the morning.,delivery_issue,3,0.3402,@AmazonHelp Already did,@172597 Thanks for writing back to us. We'll be contacting you with an update soon. ^ZH
AMZ-064,"@AmazonHelp I’m guessing it has moved to Thursday, which is brilliant because it’s a day I can imagine they’ll deliver when I’m busy as that’s their favourite time to knock 😊😊😊",delivery_issue,1,0.3527,@AmazonHelp I'm guessing it was y'all https://t.co/oWaMWAalGC,@365191 See your available return/replacement options here: https://t.co/3wDNH2xoza ^CL
AMZ-064,"@AmazonHelp I’m guessing it has moved to Thursday, which is brilliant because it’s a day I can imagine they’ll deliver when I’m busy as that’s their favourite time to knock 😊😊😊",delivery_issue,2,0.3307,@AmazonHelp I'm guessing they've sold out....,@263820 How many tickets are you trying to purchase? ^JJ
AMZ-064,"@AmazonHelp I’m guessing it has moved to Thursday, which is brilliant because it’s a day I can imagine they’ll deliver when I’m busy as that’s their favourite time to knock 😊😊😊",delivery_issue,3,0.2871,"@AmazonHelp same product and same price by two vendors!
A: I'll deliver it by 4-5 Oct
B: I'll deliver it by 4-10 Oct
which one do you choose?! @115821","@176629 Please contact the seller to request order cancellation. To leave seller feedback, please go here: https://t.co/LGKktDwmkh ^MB"
AMZ-065,@AmazonHelp It seems to be items I order from an amazon warehouse. I’m not sure if my specific location makes a difference.. we are in Baltimore County.,order_issue,1,0.3176,"@AmazonHelp Done that, will see if it makes any difference over the next couple of days",@708133 Definitely keep us updated! ^MT
AMZ-065,@AmazonHelp It seems to be items I order from an amazon warehouse. I’m not sure if my specific location makes a difference.. we are in Baltimore County.,order_issue,2,0.3146,@AmazonHelp All items in the order are fulfilled by amazon.,@313585 Please contact our customer service. We have no insight into your account via twitter. Use this link: https://t.co/ohyvGrpvrY My colleagues are pleased to assist you. ^DS
AMZ-065,@AmazonHelp It seems to be items I order from an amazon warehouse. I’m not sure if my specific location makes a difference.. we are in Baltimore County.,order_issue,3,0.3106,@AmazonHelp I’ll try it again. But it rarely makes a difference.,"@172574 Keep us posted, David. ^DD"
AMZ-066,"@AmazonHelp Hi, no I only have the 1 account. Happy to DM or email, just wasn’t very easy to find any information on the website itself without going through a million steps",other,1,0.2725,@AmazonHelp hi I have an account already but haven't used in quite a while,@800378 At what part of the order process is it asking you for a verification code?^PJ
AMZ-066,"@AmazonHelp Hi, no I only have the 1 account. Happy to DM or email, just wasn’t very easy to find any information on the website itself without going through a million steps",other,2,0.2596,@AmazonHelp Just wasn't needed anymore..,"@283812 We'd like to review your available options. When you have the time, please contact us here: https://t.co/JzP7hlA23B ^RA"
AMZ-066,"@AmazonHelp Hi, no I only have the 1 account. Happy to DM or email, just wasn’t very easy to find any information on the website itself without going through a million steps",other,3,0.2503,@AmazonHelp What is DM??? My email is __email__,"@241736 We can't access your Amazon account over Twitter. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly.
Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.^CB"
AMZ-067,"@AmazonHelp Pls sort ASAP, i need to place order",order_issue,1,0.4307,@AmazonHelp I need to place an order urgently,@387909 I understand your concern. We're working on the issue with the details you've provided and will get back to you soon. ^AP
AMZ-067,"@AmazonHelp Pls sort ASAP, i need to place order",order_issue,2,0.3919,@AmazonHelp Pls 👏👏,@126369 Sure. Appreciate your understanding. ^HR
AMZ-067,"@AmazonHelp Pls sort ASAP, i need to place order",order_issue,3,0.3919,@AmazonHelp Pls do..,@215531 Our team will reach out to you soon. Appreciate your cooperation. ^MA
AMZ-068,@AmazonHelp i have already done it. your reps dont even check any back data they just rape the customers.,other,1,0.3251,@AmazonHelp If you your reps are idiots enough to share customer details without verification then I am happy that I am no longer your customer.,"@406445 I get you being upset. However, please share the details so that we can assist you accordingly. ^MS"
AMZ-068,@AmazonHelp i have already done it. your reps dont even check any back data they just rape the customers.,other,2,0.3189,"@AmazonHelp Yes, but I am not receiving access codes. I cannot login to the Hub website to check my data.",@132434 Can you check your spam or junk folders? You should have received the code via email.^PJ
AMZ-068,@AmazonHelp i have already done it. your reps dont even check any back data they just rape the customers.,other,3,0.2986,@AmazonHelp I understand you cant re ship the phone. Please help me get in touch with/locate the delivery person and ill check the data myself. Please!,"@524021 I get your concern, Ankita. Unfortunately, we wouldn't be able to do that. Appreciate your understanding. ^SV"
AMZ-069,@AmazonHelp dear Amazon send me invoice please Wtf wrong with you,payment_billing,1,0.4463,@AmazonHelp Dear I get only one mail again and again,@122600 Further assistance on refunds will be provided once your account related issue is resolved by our account specialist team. ^MJ
AMZ-069,@AmazonHelp dear Amazon send me invoice please Wtf wrong with you,payment_billing,2,0.414,@AmazonHelp Dear I reported it but what next,@703324 Request you to please follow their instructions and they'll assist you with your concern.^SF
AMZ-069,@AmazonHelp dear Amazon send me invoice please Wtf wrong with you,payment_billing,3,0.3884,"@AmazonHelp Dear Amazon I have replied 10h back,it seems you don't check",@143382 We have emailed you regarding your issue.  Request you to check and reply for further assistance. ^SD
AMZ-070,"@AmazonHelp re, bah justement rien n'est indiqué. Il semblerait que vous ne soyez pas encore en mesure de me donner un délai... pour autant, je commande un produit Prime dans l'objectif de l'avoir rapidement.",prime_membership,1,0.3517,@AmazonHelp Justement rien n'est indiqué.,"@526195 Dès que l'article sera disponible, nous vous confirmerons par e-mail la date et les modalités de l'envoi de celui-ci. ^FA"
AMZ-070,"@AmazonHelp re, bah justement rien n'est indiqué. Il semblerait que vous ne soyez pas encore en mesure de me donner un délai... pour autant, je commande un produit Prime dans l'objectif de l'avoir rapidement.",prime_membership,2,0.2538,"@AmazonHelp Bah justement je ne sais pas, elle est en plusieurs parties apparemment","@132727 N'ayant pas une visibilité sur votre compte Amazon depuis Twitter, je vous prie dans ce cas-là  de le signaler à notre SAV via : https://t.co/hgIrz98cdI afin de vérifier si les commandes sont bien en cours ou pas. 
^KE"
AMZ-070,"@AmazonHelp re, bah justement rien n'est indiqué. Il semblerait que vous ne soyez pas encore en mesure de me donner un délai... pour autant, je commande un produit Prime dans l'objectif de l'avoir rapidement.",prime_membership,3,0.2112,"@AmazonHelp Il est indiqué ""Amazon Logistics""","@713661 Dans un souci permanent de qualité et d’efficacité, je vous invite à nous communiquer le numéro de suivi de votre commande. ^SB"
AMZ-071,@AmazonHelp still not shipped my order. When will i get any update?,order_issue,1,0.5126,@AmazonHelp Still hasnt shipped! :(,"@665347 Thank you for keeping us posted! I'm sorry for the wait, has the promised delivery date and time passed? ^DW"
AMZ-071,@AmazonHelp still not shipped my order. When will i get any update?,order_issue,2,0.5126,@AmazonHelp Shipped from you,"@803273 When you chatted with us, did we provide a redelivery date, or replacement options? What insight were we able to offer? ^WT"
AMZ-071,@AmazonHelp still not shipped my order. When will i get any update?,order_issue,3,0.5126,@AmazonHelp It was never even shipped.,"@754211 I'm sorry! Some items take a bit longer to process than others. For more information, visit us here: https://t.co/pzBLgFp4ld ^TK"
AMZ-072,@AmazonHelp Associates changed my email &amp; passwords. They can login fine but I can't! My regular account logs in but shows no programs or influencer.,account_access,1,0.2361,@AmazonHelp Thanks for the reply. Its when I login to Amazon Associates. https://t.co/hipxOfRxuV,@266392 Thanks for flagging this to us. We'll get this reviewed internally. Please try again in sometime and keep us posted. ^CB
AMZ-072,@AmazonHelp Associates changed my email &amp; passwords. They can login fine but I can't! My regular account logs in but shows no programs or influencer.,account_access,2,0.2277,@AmazonHelp Yes I've changed email address,@278528 And what error message are you receiving ? ^TD
AMZ-072,@AmazonHelp Associates changed my email &amp; passwords. They can login fine but I can't! My regular account logs in but shows no programs or influencer.,account_access,3,0.2271,@AmazonHelp I am unable to login. It shows my email Id is no longer registered. someone has changed my email Id as well in the amazon accoun,"@494500 Please use this link:https://t.co/QS2bTd0snB, this will get you connected to our support team. ^HA"
AMZ-073,@AmazonHelp Still not working. Any ideas?,product_issue,1,0.737,@AmazonHelp Not working....,"@171189 My apologies, Ravi. You may unsubscribe from the marketing list by clicking on https://t.co/4meLxAbh3j ^KS"
AMZ-073,@AmazonHelp Still not working. Any ideas?,product_issue,2,0.737,@AmazonHelp It's still not working,@218357 Please reach out to us directly for some real time troubleshooting here: https://t.co/hApLpMlfHN. ^CE
AMZ-073,@AmazonHelp Still not working. Any ideas?,product_issue,3,0.737,@AmazonHelp It’s not working!!,@121888 Oh no! What's the issue? What does it show? ^PK
AMZ-074,@AmazonHelp U please cancel my order,order_issue,1,1.0,@AmazonHelp Cancel they order.,@399496 We've already forwarded this to our concerned team internally. We'll work towards getting this resolved. ^ZH
AMZ-074,@AmazonHelp U please cancel my order,order_issue,2,1.0,@AmazonHelp Should I cancel the order?,"@145872 Hi Ryan, if you find a seller that can get it to you sooner than yes, I'd suggest canceling the current order. If you go through the checkout now without buying it, are you getting your estimated delivery date?^MA"
AMZ-074,@AmazonHelp U please cancel my order,order_issue,3,1.0,@AmazonHelp Can I cancel the order?,@191919 If the order has been dispatched it may be too late to cancel the order but you can refuse delivery. ^JJ
AMZ-075,@AmazonHelp Yes but when I entered my phone number per instructions it also rejected my password,account_access,1,0.4596,@AmazonHelp He gave me the phone number: 818662161072 which is not a phone number,@138631 I understand! Let's solve this! Please reach out to us via phone/chat here: https://t.co/hApLpMlfHN and we can give this another shot. ^TK
AMZ-075,@AmazonHelp Yes but when I entered my phone number per instructions it also rejected my password,account_access,2,0.4215,@AmazonHelp What's your phone number?,@161464 We're available 24/7 here: https://t.co/EKXRLsnxJu ^GG
AMZ-075,@AmazonHelp Yes but when I entered my phone number per instructions it also rejected my password,account_access,3,0.4215,@AmazonHelp This is not a phone number!!!!,"@711848 You'll need to make selections on there to get the number. Try scrolling down to box 2 and choose Other non-order questions &gt; Something else. Once those selections have been made, you will see the phone option pop up below."
AMZ-076,@AmazonHelp I'm not the account holder attached to it so apparently no one can help me.,other,1,0.4337,@AmazonHelp I can’t get into my account 😒,"@495592 Oh gosh! Have you tried using the ""Forgot your password"" feature on the website? Check it out: https://t.co/Z0rTqBFXEn ^MJ"
AMZ-076,@AmazonHelp I'm not the account holder attached to it so apparently no one can help me.,other,2,0.4337,@AmazonHelp This was a US account.,@735817 Thanks for the information! You can contact us at the following link for further assistance:  https://t.co/hApLpMlfHN ^MW
AMZ-076,@AmazonHelp I'm not the account holder attached to it so apparently no one can help me.,other,3,0.4337,@AmazonHelp I only have one account,"@520449 Can you confirm with site you used to place your order? i.e. .com, .in, .uk. ^SK"
AMZ-077,@AmazonHelp But why I was not shown the option of next day delivery whereas it is currently shown right now.,delivery_issue,1,0.3842,@AmazonHelp Nothing! That’s everything I’m being shown! Was told it would be delivered before 9pm yesterday! Now nothing!,"@479295 Hi Oli, which carrier is it with? ^AT"
AMZ-077,@AmazonHelp But why I was not shown the option of next day delivery whereas it is currently shown right now.,delivery_issue,2,0.366,@AmazonHelp My point though is it shouldn’t give the option for one day delivery if it can’t be honoured,"@146928 Apologies Stuart, we aim to dispatch as soon as possible. During this busy period, some deliveries may take slightly longer than usual. ^BD"
AMZ-077,@AmazonHelp But why I was not shown the option of next day delivery whereas it is currently shown right now.,delivery_issue,3,0.3155,@AmazonHelp This was shown when ordering and selecting my delivery options. It was a head scratch moment 🤔 Will check confirmation email.,@801897 Let us know when you have had a chance to check. ^BD
AMZ-078,@AmazonHelp So what's the point of prime when it won't be here until the 12th. @Walmart got my business.,prime_membership,1,0.4187,@AmazonHelp What's the point of this?,"@269129 Because we aren't able to access your account with Twitter, this will allow us to reach out to you and help the best we can. ^DD"
AMZ-078,@AmazonHelp So what's the point of prime when it won't be here until the 12th. @Walmart got my business.,prime_membership,2,0.3056,"@AmazonHelp Have done that. But what’s the point, have raised it before but no one does anything???",@232601 Kindly share your details via the above link. We'll check this for you. ^SG
AMZ-078,@AmazonHelp So what's the point of prime when it won't be here until the 12th. @Walmart got my business.,prime_membership,3,0.2644,"@AmazonHelp Prime now is part of prime is it not? I pay prime but treated worse off on prime now, won't be renewing","@354291 You do have to be a Prime member to use the feature. However, the 2-hour delivery would require a minimum spend of 40GBP ^CR"
AMZ-079,"@AmazonHelp Nope, bt hv faced it many tyms, payment through visa card, is there any issue wid it?",payment_billing,1,0.3684,"@AmazonHelp Nope, there’s nothing!!",@617114 Please reach out here so we can check this for you https://t.co/axrpoSi0Bd ^KM
AMZ-079,"@AmazonHelp Nope, bt hv faced it many tyms, payment through visa card, is there any issue wid it?",payment_billing,2,0.3684,@AmazonHelp Nope nothing,"@363330 Hmm... have you been able to reach out to us in real time (via phone or chat) about this? If so, what information and options were you provided? ^BL"
AMZ-079,"@AmazonHelp Nope, bt hv faced it many tyms, payment through visa card, is there any issue wid it?",payment_billing,3,0.3684,@AmazonHelp Nope. Nothing.,"@220492 I'd like a member of my team to personally look into this with you. When you have the chance, please provide more details here:https://t.co/tkLCr7DNil ^CN"
AMZ-080,@AmazonHelp Also amazon.de account is locked.. Hope these orders have not been deleted.,account_access,1,0.5258,@AmazonHelp My account has been locked,@341636 You can reach out to us without signing in to your account here: https://t.co/6tDjE2YMok ^WJ
AMZ-080,@AmazonHelp Also amazon.de account is locked.. Hope these orders have not been deleted.,account_access,2,0.4818,@AmazonHelp My account has been locked for some reason,@518427 Have you received an email asking you for more details? Please make sure to check your spam/junk folder. ^BD
AMZ-080,@AmazonHelp Also amazon.de account is locked.. Hope these orders have not been deleted.,account_access,3,0.4627,"@AmazonHelp Dear Amazon, my account is locked, I'm not able to contact with account. Atleast when account is locked, you should provide access to HELP.",@377404 We will reply you over DM. ^RW
AMZ-081,@AmazonHelp I was told they will attempt to deliver tomorrow. This has happen to me at least five times when you ship via your carrier. Sometimes I won't get the packages until 4-5 days later if I am lucky.,delivery_issue,1,0.2891,@AmazonHelp yet another delivery attempt fail. Was told an attempt was made but it wasn't. Been on w/ support for 1 hour.,@345990 Please keep us in the loop on how the phone call goes. Thank you. ^DO
AMZ-081,@AmazonHelp I was told they will attempt to deliver tomorrow. This has happen to me at least five times when you ship via your carrier. Sometimes I won't get the packages until 4-5 days later if I am lucky.,delivery_issue,2,0.2636,@AmazonHelp 5 days later nobody called still...,@199695 Have you notified our CS? ^SM
AMZ-081,@AmazonHelp I was told they will attempt to deliver tomorrow. This has happen to me at least five times when you ship via your carrier. Sometimes I won't get the packages until 4-5 days later if I am lucky.,delivery_issue,3,0.2488,@AmazonHelp I was told it was UPSP.,@544159 Sorry to hear that. Get in touch here:  https://t.co/hApLpMlfHN  and we'll be happy to help. ^RS
AMZ-082,@AmazonHelp i am continuously getting mails from Amazon about replacement while i am asking about refund.. Don't know where is the gap,refund_return,1,0.2813,@AmazonHelp I have contacted them asking for a refund.,@689941 Let us know if you haven't received an update from the seller within 2 business days. ^ES
AMZ-082,@AmazonHelp i am continuously getting mails from Amazon about replacement while i am asking about refund.. Don't know where is the gap,refund_return,2,0.2582,@AmazonHelp I don’t know where it is,@516085 Thanks for getting back to us! We'd like to look into this with you here: https://t.co/hApLpMlfHN ^RA
AMZ-082,@AmazonHelp i am continuously getting mails from Amazon about replacement while i am asking about refund.. Don't know where is the gap,refund_return,3,0.2582,@AmazonHelp I don’t know,@356253 The courier info can be found here: https://t.co/aaDyEz1VgE. Please let us know so we can look into this for you. ^SH
AMZ-083,@AmazonHelp Have already placed the order. Hope I will get cash back as mentioned in the same T&amp;C [URL],order_issue,1,0.4697,@AmazonHelp I placed an order on amazon.de,"@176375 Please get in touch with the amazon.de customer service: https://t.co/ohyvGrpvrY We are pleased to assist you. Regards, ^SI"
AMZ-083,@AmazonHelp Have already placed the order. Hope I will get cash back as mentioned in the same T&amp;C [URL],order_issue,2,0.4562,@AmazonHelp I placed the order on https://t.co/ySe8JgJ0ke,@399408 What was the delivery date and carrier assigned for your order? Check here: https://t.co/Y5jpI9gRhE ^JA
AMZ-083,@AmazonHelp Have already placed the order. Hope I will get cash back as mentioned in the same T&amp;C [URL],order_issue,3,0.4562,@AmazonHelp I placed my order on https://t.co/JxOBxlUEXF,@255520 Was the item sold by Amazon itself or by one of our third-party sellers?^PJ
AMZ-084,@AmazonHelp I'm UK based. Are the contact details the same?,other,1,0.5038,@AmazonHelp I'm in the UK,@300937 Sorry! This link will be what you're looking for: https://t.co/JzP7hlA23B ^JA
AMZ-084,@AmazonHelp I'm UK based. Are the contact details the same?,other,2,0.5038,@AmazonHelp uk,@219793 Our team would like to look into this for you. Please provide us with your order details here: https://t.co/E2RM5dzI5W ^EM
AMZ-084,@AmazonHelp I'm UK based. Are the contact details the same?,other,3,0.5038,@AmazonHelp UK,@178186 Have you tried to contact the UK Associates Team here: https://t.co/a77KWGlw12 ? Is this where you're getting a US agent? ^LB
AMZ-085,"@AmazonHelp Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier.",other,1,0.3534,@AmazonHelp I've already complained via your website.  Not had a reply yet.,@175064 If an email was sent it can day 24-48hrs to respond vs using phone or chat which will be live. Keep us posted if needed. ^TM
AMZ-085,"@AmazonHelp Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier.",other,2,0.3088,@AmazonHelp I've asked every time I've complained. Never get given it.,@118232 My team would like to personally look into this. Fill out the form here:https://t.co/mh2tyPE9qF and we will reach out! ^SA
AMZ-085,"@AmazonHelp Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier.",other,3,0.2965,"@AmazonHelp I RAISED THE ISSUE SEVERAL TIMES ,NONE RESPOND TO THAT .",@660349 I realize your query about the MRP difference. Kindly go through the link here: https://t.co/6v1ljxzEI0 for details. ^SG
AMZ-086,@AmazonHelp Two days have passed and we are nearing at the half century mark (50 days) FK Amazon’s incompetence. 50 days and NO REFUND..... GUTTER SERVICE @115851,refund_return,1,0.3417,"@AmazonHelp Yes we did and all it said that they will resolve the issue soon, the same answer we are getting for last 50 days.",@430551 Kindly revert to the correspondence received from our team and we'll reach out to you with an update. ^SA
AMZ-086,@AmazonHelp Two days have passed and we are nearing at the half century mark (50 days) FK Amazon’s incompetence. 50 days and NO REFUND..... GUTTER SERVICE @115851,refund_return,2,0.3254,@AmazonHelp It's been 2 days,@568670 Who is the carrier shown in the tracking? You can check the tracking info here: https://t.co/Y5jpI9gRhE ^LJ
